RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
898,0.1755674793347339,0.006008788490837635,7.588154343388217e-13,0.06791527101676188,0.001999999998662231,0.15800526890476269,0.13799883796335644,0.1499988381879544,0.002000000586377844,0.034008839694804574,0.0020000000734017318,0.016008814870708796,0.005998837960665375,0.14204540220420953,0.011996441063837977,0.004,5.013283264387322e-17,0.10202272489138856,1.450535187711043e-09,2.7729463618279033e-13,0.02600000000008131,0.008000000000001511,0.11633447321825473,0.01800000000263873,0.06600000000077962,1.421016456675183e-17,0.006000000103082168,1.6569667696249826e-19,0.002000119740888504,0.01600436521900264,1.495640326041378e-10,0.11004197319579094,0.18805381383916903,0.016041939671400288,0.032000000209659984,3.0832116013922244e-14,0.014000000000384358,0.008361265030149096,0.00200000000097037,0.016361671539782085,0.3239600859984756,0.09204812387291122,0.14803209259223582,0.09803092441988417,0.006000014731429293,0.038000016181694955,0.01600001473004601,0.11759653012930622,0.005998837961755369,0.004326031587410973,8.37815722038023e-16,0.011998837963072415,0.008000000688785109,0.0,0.09600000002266829
85,0.3540082025672585,0.033999958182568846,0.006,0.03200000000000005,0.005999999999776268,0.03600000244583107,0.01400000000260382,0.06169333555427653,7.61462700687444e-16,0.04000000245533721,0.001999998467365131,0.0020000000007655582,0.009999999999775844,0.1253498330971958,0.004000000000071406,7.61462700687444e-16,0.01,0.050000000053322544,0.014000000000000899,0.046000000000000006,0.027999999938224007,0.0,0.013999598300898282,0.013999612658927608,0.020000387341073293,0.006000000000000497,0.03739804522302201,0.00800000000000074,0.048000050678572166,0.08605108026573537,0.032000012342799596,0.3059907909629925,0.21800357838761378,0.40599940072395446,0.06399990991886663,0.002000000000000738,0.004,0.01800000005331038,0.012000000635993918,0.004000001411891311,0.14200058481362202,0.046,0.25200723595153424,0.13735383593788925,0.012000003966209533,1.5368010263285063e-14,0.003999999999776578,0.12300172169636202,8.339012029242354e-16,0.0020000000000005695,0.01800000000000059,0.008,0.0040069113781819555,1.349187436211629e-16,0.042000559030767604
240,0.14419387633188632,0.01400000000135896,0.0,0.01,0.009999515760919389,0.13204302577909968,0.1200333972493726,0.19093059769494317,0.02671089356103794,0.05799425713114253,0.006,0.012,0.015999999999133655,0.15211867340819413,0.04000255134651671,0.012,0.0,0.049999014835357396,0.010000000000005994,0.0,0.019999014836890868,0.017999999998470007,0.053999999998464936,0.02200000000000044,0.004000000000002337,0.017999999998464935,0.04800000000000695,0.002,0.0523767474474119,0.006,0.01,0.06000000000000118,0.11600000000000138,0.05200000000085319,0.022000000000001727,5.601550222837986e-13,0.024000985163109133,0.01199999999847326,0.01799999999847326,0.018,0.11800000000000022,0.030000000000000044,0.08701820026809555,0.09598970897719133,0.010000000000000123,0.006000000000000643,0.012,0.21563144200882073,0.01800000000133926,0.020516605261059362,0.020000000001898822,0.08125484399848798,0.01,0.004,0.03
116,0.1019813438789303,0.014000000000008325,0.0,0.004000000000000057,0.05896985484965412,0.11699296543114117,0.0934020196873643,0.12323287582455515,0.01,0.018000000189875992,0.004000000000000001,0.0020000000000044015,0.005999999200020595,0.10496470780123325,0.004000000000000001,7.837695213062049e-19,4.11455472214079e-19,0.007999981449025645,0.006000000171657309,0.005999989609678794,0.004,0.013999981449025789,0.019999981449126448,0.012000000000000661,0.01800000000010182,0.014968482318979992,0.3523499910711811,0.016000001666356803,0.07460200368523741,0.03800001855064748,0.00400000000035231,0.09400000000045049,0.04635909446512699,0.21198090974171363,0.03400997590415791,0.06576708164157322,0.011999971059676262,0.005999981449033673,0.07799998144906109,0.008000000000000049,0.05400001855001692,0.016000000000285838,0.035031499130135584,0.03296472879016028,0.008000000000439067,0.012000000000000056,0.005999999740333711,0.41296722852524603,0.02399477244081084,0.01399999920064026,0.006000000000352467,0.027996552802916807,0.010672423215312858,0.008000000000409842,0.022000000000000776
887,0.10199999939045763,0.006000000000000021,2.006752048711622e-16,4.457802687561667e-17,0.03399999819459443,0.049752161629089305,0.051079323423005765,0.11224782651525278,0.004000000000000039,0.11824783407172067,0.0059999969617501765,0.01800000000000027,0.03599999938670456,0.15882281854120534,0.011752164695736447,9.199656865711042e-20,0.004,0.022000000000016173,0.014000000000000724,0.0,0.01,0.004,0.006,0.004000000000002044,0.010000000000008946,0.002,0.2179895818642171,0.03800000000000374,0.10115808124171903,0.023989576368891243,0.05200000000000291,0.0840000000001638,0.0480000000000576,0.10999200039719102,0.028000000001719767,0.024000000002071545,0.016,0.014010423631111664,0.03200000549424053,0.014000000000052184,0.02800000000041117,0.014000000000000018,0.022000000000000186,0.05199199943354677,0.020000000223599552,0.02000000022367773,0.03692933736595309,0.3169259976242856,0.007999999389117551,0.013999999389126563,0.07400799834161563,0.013999999389129365,0.006000000000709388,0.01,0.016000000000000004
534,0.23567090039341806,0.010000000002509751,1.6975491132873202e-16,0.006,0.003999998582907047,0.056000002993783105,0.03400000000260384,0.10969333551315176,0.002,0.06000000398847076,0.002000000000000001,0.014000000001018613,0.01999999901474454,0.09600015467626488,0.009999998423460226,0.002,3.0939576025654914e-16,0.024000000053322534,0.010000000000000005,0.002,0.008000000000000571,0.002,0.004000009115879878,0.006,0.00800000001094716,3.047708729575107e-13,0.08875093010956608,0.004000000445840077,0.03800000124077028,0.0880510803512792,0.07600001234762038,0.2259907910399166,0.10800357839905497,0.21399942427145743,0.0756673183934871,0.008000000001680732,0.008000000011197427,0.004000000125572243,0.012000000646939958,0.012000001411890412,0.10800058482481946,0.0280000000012977,0.12800723437506584,0.11600463743226216,0.01600000396685518,1.536913220573866e-14,0.003999999556917669,0.2596957944852411,0.0039999992175990436,0.010000000001374583,0.024000000799619465,0.012000000000000092,0.01000691138890249,0.01,0.10000055903054932
230,0.2759750411119814,0.03,0.0020000000000001696,0.01600000000000011,0.02799999856531683,0.10200054962521574,0.023999763530431956,0.12600000001478087,0.004000000000006853,0.10389059826886014,0.008000000000010797,0.05197454722524319,0.02999999899745453,0.14993108896266757,0.020000000000260285,0.006000000000006853,0.008000000019825336,0.03791579356932445,0.005916051023213345,0.004000000000006384,0.01999999902393282,0.002000000000000008,0.022000000007771157,0.028000000000000014,0.036000000011004465,0.036000000000304774,0.03000000045652115,0.011997336969648487,0.052002428278858946,0.04800000001552829,0.10799999994970996,0.18200000008273556,0.1140000000338277,0.19006593342103525,0.08000000001767921,0.010000000001711563,0.01799987120898477,0.010000000072295519,0.010000000023272212,0.014000000000419188,0.08400000002672856,0.02000000000150611,0.12193375245607518,0.058000000089208165,0.02800000000064736,0.004000000000000002,0.027999685435745193,0.2818770255308969,0.0020000007949608854,0.014000000001374734,0.029999764340335425,0.016000000009982286,0.036000000022627786,0.002000000000000002,0.054000000000001616
620,0.20593346291332712,0.012000023510704356,0.004000004191796188,0.013999905298207261,0.007999999025988077,0.14806675829327715,0.020000000002379396,0.17161073943342398,0.003999999999775577,0.03607459741714286,0.004,0.006000000056319885,0.007945412206855716,0.0820159085711654,0.013925410875649755,0.0,0.0040000000333626625,0.02992541773511056,0.006000000009732734,0.002,0.016000027700452953,0.01342093195745583,0.030000009125525744,0.03400000000662741,0.010000000104801631,0.006000000088487667,0.046048823176788906,0.00400000000305694,0.058000000797762706,0.06805108029015128,0.11600001227759305,0.22399088132759895,0.10600366866291878,0.2259994243321896,0.03603118240934375,0.008000000001680465,0.019951669996864495,0.008000000125572431,0.018000000647240052,0.0059998832022262255,0.1140005536766743,0.023999881880075406,0.11000723588335105,0.11800463743552238,0.012000003967493306,0.00800000000001537,0.004,0.30772205105495903,0.002000000794238146,0.01000000419382164,0.020000000799628003,0.0020000000000000924,0.008006793178336169,0.003999999999775577,0.10000055903055313
109,0.22126350607624914,0.0020000000000000005,0.0,0.0,0.017999999005161197,0.09814646183921222,0.09000000000000122,0.1185268146932846,0.006000000000002285,0.2538946668192318,0.012508512397393241,0.10400000000010629,0.06799999944799823,0.22423872603437855,0.020000000000010877,0.004000000000002285,0.0020000000000081307,0.03400000000001622,0.025532773124818314,0.018100074710258297,0.004000000000003529,0.00400000000000002,0.05400000000016877,0.002,0.006000000000062549,2.8905375906588054e-13,0.020391543448291003,0.004000000460777168,0.07925276256013183,0.03800000000000507,0.0040000000182495036,0.046000000020251106,0.12400000002025116,0.03799968586090662,0.025900936376015135,0.0040000000000002655,0.03717169844479549,0.0020000000000065907,0.0021490639333782667,0.014000000000298352,0.08200000002025137,0.07400000000041626,0.07001074452533317,0.021996869435431606,0.0520000000000113,0.008000000000027215,0.029453053471777648,0.24961005549561655,0.02200291621147393,0.01600000000000009,0.044000000530620385,0.05936591277182573,0.059878467383618864,0.016,0.008000000000000116
428,0.2460059223732064,0.006,5.479645571403917e-20,0.008000000000000158,0.00800001580706964,0.05610852327887551,0.02207617734434105,0.05819751584791407,0.01392141669925763,0.06799651981541212,0.0059999984673918556,0.016000000000025577,0.0099999997980013,0.5499768644714019,0.03199580009870886,0.010000000000000762,5.063352327662563e-17,0.09211224900366778,0.03200000000002492,0.01000000000000001,0.126000000000001,0.05800000000000065,0.05199999120013397,0.047999738033787064,0.07797687480325514,0.0960000000000005,0.06336057769023584,0.0060000004427838306,0.03199999891044889,0.01600000000282012,0.006000000000001414,0.06000000020094877,0.06800000000062152,0.06799999119727507,0.07000000000189788,0.005999999999159465,0.020000000000067374,0.015999999999166133,0.04200000000084651,0.048000000000839836,0.08800000000069713,0.010000000000020803,0.05819483283626303,0.031999991200343504,0.008000000000000753,0.01000000000000016,0.007999999354942722,0.3895522098691889,0.002,0.0957263054186762,0.022000000000001428,0.014834534009104009,0.0239999835478502,1.349187436211629e-16,0.015999983548068693
954,0.18599934339726965,0.0,0.0059963081723957475,0.020000000000000007,0.00799998906928069,0.0820138533165248,0.1439999925033607,0.12999565738207533,0.00800000000000094,0.12738557312446697,0.010000000000146158,0.02600000000002392,0.01,0.20800000343357086,0.023996308172639005,0.004000000000243207,0.00200000000000019,0.037999994187626944,0.04399999418797849,0.00799999418797299,0.022,0.01199999999948414,0.09199999999948429,0.006000000000000153,0.008,0.02199999999948414,0.06199048005608393,0.006000000000000023,0.05200629179145526,0.004,0.002,0.07400000000009552,0.09800000000009525,0.07598678822848011,0.052000002837615814,0.005990489302176411,0.06800369182760435,0.00799999999948414,0.029999999999484137,0.018,0.09999999418797306,0.04600000000009525,0.061996781093618995,0.02999999831537223,0.0260000000000065,0.054,0.016003218906381005,0.24661072527000252,0.06199565738170644,0.009996781093618996,7.320618855503114e-14,0.07799999831537224,0.022000000000001966,0.024,0.05000000000000026
694,0.1520002302708857,0.008000002733120052,0.008,0.008,0.051477323767648596,0.07175413985480852,0.10272983755024155,0.1095341575059516,0.004000044451638137,0.07999859886906259,0.006000000062823686,0.010000000000749675,0.009999999283630394,0.1324310748430221,0.023999367232113614,0.01600001515954089,0.0,0.020000005235371474,0.016431072719541313,0.00827744613823954,0.006,0.006899854799009598,0.004000000001116603,0.008,0.03600000000118358,0.016000194814113796,0.2024257908814765,0.02400000001793513,0.08611560683674467,0.020000000001958094,0.006000009765588872,0.13200000000478024,0.07200000000077864,0.16400000061744055,0.034000419196747324,0.06361385945522575,0.013722972490536363,0.006000416459548634,0.09027786550341009,0.012,0.07399999709686136,0.022,0.03399907658582802,0.023999476823017837,0.008000000007103129,0.02600000000710313,0.019724951263763606,0.3220002446014969,0.001999999200640244,0.03400000224060441,0.010000016823105983,0.015569128621844253,0.012,0.002000000066879635,0.016
206,0.2160000561709827,3.233825986424557e-14,0.002,0.02000000000000005,0.04199818385671483,0.06586503469399585,0.07199994212960492,0.20399817938897666,0.010000000000005343,0.15000002738957938,0.009999972408540631,0.016000000000033977,0.041810388755473785,0.1099955152792691,0.019999997763011212,0.009999972408541604,0.01399999776300465,0.01800000000055025,0.004000000000066876,5.018739358272009e-18,0.004000000000066856,3.077457358188222e-22,0.014000000000002809,0.006,0.010000000000066908,0.010000000000289526,0.046000000459775425,0.061997336951908885,0.1078693988522648,0.02000000008061928,0.10800000009158764,0.07200000000054196,0.06600000000033297,0.048000001970083236,0.04200000000003316,0.02400000000000168,0.012,4.745234965424813e-21,0.008,0.006000000000000946,0.09400000000001164,0.022000000000000228,0.06813502449676222,0.04199999999944715,0.04800000000003922,0.012000000000007206,0.0459999993958631,0.2979991547971732,0.0019999992824449213,0.019999999282446244,0.06999994096645722,0.019999999282445283,0.02000000000000673,0.01800000000052914,0.10400000000022519
595,0.16006772552457862,0.0020000000000000005,0.0,1.083722932407255e-16,0.04400005625003312,0.10385379963029474,0.03385137640174573,0.13412032405781182,0.0020000000000022842,0.15806677819822132,0.01400000000067863,0.04600000000010479,0.03799994031594975,0.11189784378552627,0.024000000000005746,0.008000000000002285,0.01200000001982776,0.01999998193222136,0.006000000000014302,1.291932619657158e-14,0.0040000180683882735,0.006000000000000029,0.01400000000000297,1.3616005494922911e-17,0.01000000000005742,0.001999981932478935,0.01599998237672975,0.010000000457511152,0.05610752488533438,0.03399999992998688,0.08599999994508663,0.08000000026370414,0.10200000021387981,0.07999968590212006,0.030000001685298885,0.014000058936117306,0.023999999930655217,0.005999999124453076,0.010000000196186387,0.003999999125129538,0.08600000001755108,0.0880000001959815,0.054066778123476975,0.02399993919155537,0.006000000000007874,0.002000000000027219,0.02799974436284382,0.3020000147756148,0.001999941403767173,0.02399994087362366,0.08399897611499318,0.033999939188995666,0.024000000000154967,0.0,0.024000000000000132
405,0.19199206724930712,0.004000000074578228,0.007992067247367143,0.0,0.022000004829666592,0.10401825080305888,0.07354159831406352,0.11999996306505735,0.018106763462940312,0.17046738445865936,0.008000000000000024,0.02400000000000007,0.01399999989411858,0.38197411849935176,0.08599296556546569,0.021999937900003298,0.0060000000000000565,0.05199999999844256,0.029518245931628467,0.016,0.03200000000000015,0.02417433448852031,0.04199999999762814,0.004,0.026000000000143252,0.07799999999762926,0.060000000002996726,0.01000452826053807,0.05635153908944415,0.014000000005360667,0.008000000000033649,0.04600000010460051,0.032000000003129685,0.07399984241480467,0.07597462051056676,0.022000000000155628,0.04200000000000002,0.017999999997628677,0.015999999997628286,0.027800286094027675,0.026000000003355235,0.0020000000000000035,0.06200426664724778,0.045995947945189256,0.010000000000043007,0.010000000000036322,0.029532773019519766,0.22515773293852992,0.010000000000000191,0.020007096524680877,0.0020000000006895765,0.02199993782009997,0.02599999498998509,1.9397851765039083e-12,0.015999994989755482
504,0.19199998766877477,0.05599998766791731,0.0,0.016,0.008,0.07600000000000301,0.07601452636384515,0.10792525952983598,0.01598547363615759,0.1420000000001167,0.00400000000000848,0.04800000000005137,0.014000012332115999,0.24799999999952438,0.01600000000000121,0.010000000000000944,9.435398281233105e-16,0.04999997952857839,0.008000000000000024,0.006254075953332711,0.016,0.005999979528578367,0.06599997952937847,0.03800000000039548,0.02400000000040463,0.011999979528578366,0.114,0.002,0.04973977195728914,0.018000000000014636,0.006,0.08600000000001456,0.116,0.05600002047044637,0.03801576273514156,0.008000020470446362,0.039984237264858766,0.019999999999058035,0.037984237263916504,0.017999987667884,0.09000000000001457,0.018,0.05208205147895979,0.021997625283804383,0.024000000000001742,0.014000000000001614,0.010006172559832913,0.2108172725787958,0.038,0.024008353804009522,0.048,0.027983098919960262,0.022,0.0,0.018
153,0.17600035519307589,0.012000000000001903,0.002,0.021999999346148477,0.020000058928020214,0.10814257911761122,0.18718944302192936,0.34295729714221224,0.03008678717181938,0.11402920087226161,0.002000000000639885,0.03000000084793583,0.061999566894581,0.20997962458967045,0.030000016365848793,0.00799998447493697,0.002000000007430392,0.039942537101039725,0.029800477753101903,0.00018472479007390977,0.018000000000000186,0.008,0.01,0.010000000001951915,0.002000000001951946,0.002,0.07000000019579758,0.00800019873079884,0.057348777049829686,0.0040000000000000435,1.989095800611958e-07,0.0545572925657732,0.050000199126115835,0.11744290928552949,0.06608701229808268,0.008000058929719877,0.015998687332300504,0.01000000022015438,0.026000000195767235,0.005999999125994098,0.07144310439690675,0.03799999932157949,0.03394063655914869,0.14999921859855223,0.049780525667912474,0.06003727628695482,0.022000260344587626,0.26230359317294066,0.06599973898152697,0.04402524022906419,0.023999384029207427,0.11579538830901477,0.011998685608490451,0.016000000994915397,0.018000000000195207
760,0.13584719224929814,0.006000000000016653,0.0,0.0,0.001999999998916671,0.09804266539607735,0.07364842396675507,0.17795613929775947,0.037999071772028784,0.216043614897822,0.023999680583622778,0.036000000000000046,0.02599999999919993,0.4159641046630123,0.06595724551010153,0.00999910561385678,0.01400000000002658,0.047957249753124286,0.006000000000000156,0.023998040479866856,0.046000000000000145,0.017999999999779904,0.06399999999991171,0.006000000000131829,0.0180000000000573,0.04999999999977988,0.09600268920187806,0.008000000000000448,0.03617918629690321,0.008000000000000004,0.008000000000003133,0.056000000000587365,0.05400000000058667,0.06803393581627176,0.03400000000012511,0.013999680583614402,0.047999829581973345,0.001999999999797003,0.00599999999979663,0.011999829581998753,0.06600000000073739,0.014,0.02596607970816152,0.022000000000060544,0.03800000000000162,0.016000000000001655,0.008000878722902161,0.194039703112883,0.028000000000000132,0.006000000000000388,0.006,0.04199910561385657,0.0040000000000000036,0.0,0.056
